Product Name,Set Name,Sell Price
Platinum Angel,Conspiracy: Take the Crown,4.35
Metallurgic Summonings,Kaladesh,1.24
Angel of Jubilation,Avacyn Restored,2.70
Jandor's Ring,Arabian Nights,5.07
Hymn of the Wilds,CONSPIRACY: TAKE THE CROWN,0.63
Oath of Nissa,Oath of the Gatewatch,1.08
Guul Draz Assassin,Rise of the Eldrazi,4.24
Tezzeret the Seeker,Shards of Alara,11.33
Fork,Unlimited Edition,79.19
"Gonti, Lord of Luxury",Kaladesh,0.70
Gorilla Shaman,Coldsnap Theme Deck Reprints,0.59
Jester's Mask,Ice Age,3.76
Skirk Prospector,Duel Decks: Elves vs. Goblins,0.53
Kher Keep,Time Spiral,1.19
Monk Token,Fate Reforged,0.66
Liege of the Tangle,Scars of Mirrodin,3.03
Homeward Path,Commander 2013 Edition,4.20
Nettle Sentinel,Eventide,3.35
Golgari Thug,Ravnica: City of Guilds,5.01
Ponder,Lorwyn,2.13
Draco,Planeshift,1.76
Declaration of Naught,Morningtide,1.50
Opposition,Urza's Destiny,4.44
Meteor Crater,Planeshift,1.59
Blooming Marsh,Kaladesh,5.49
Bear Token (Onslaught),Magic Player Rewards,1.59
Sovereign's Realm,Conspiracy: Take the Crown,0.65
Restoration Angel,Modern Masters 2017,2.51
Selvala's Stampede,Conspiracy: Take the Crown,1.99
Grasp of Darkness,Scars of Mirrodin,0.60
Glorious Anthem,Urza's Saga,1.42
"Forest - Clear Pack (Beard, Jr.)",APAC Lands,10.67
"Xun Yu, Wei Advisor",Portal Three Kingdoms,11.67
Infernal Kirin,Saviors of Kamigawa,0.63
Rishadan Brigand,Mercadian Masques,7.99
Volrath's Motion Sensor,Unglued,0.34
Reckless Bushwhacker,Oath of the Gatewatch,0.79
Caves of Koilos,Ninth Edition,1.96
Feedback,Limited Edition Beta,2.50
Hyena Umbra,Rise of the Eldrazi,0.81
Arbor Elf,Magic 2013,0.26
Sanctum Prelate,Conspiracy: Take the Crown,10.65
Kodama's Reach,Champions of Kamigawa,1.49
Dauntless Escort,Alara Reborn,1.32
Spell Burst,Time Spiral,0.90
Frost Marsh,Coldsnap,0.95
Jace's Archivist,Commander 2013 Edition,0.64
Fumigate,Kaladesh,2.83
Glimmer of Genius,Kaladesh,0.69
Longtusk Cub,Kaladesh,0.81
Lost Legacy,Kaladesh,0.65
Marionette Master,Kaladesh,0.80
Scrapheap Scrounger,Kaladesh,0.82
Wooded Bastion,Shadowmoor,12.79
Nevinyrral's Disk (CE),Collector's Edition,16.09
Concealed Courtyard,Kaladesh,5.91
Mountain (A),Limited Edition Beta,15.51
Mind Grind,Gatecrash,1.92
Mana Flare,Limited Edition Beta,212.45
Windswept Heath,Onslaught,21.11
Persecute,Seventh Edition,0.70
Southern Elephant,Portal Three Kingdoms,0.51
Tireless Tracker,Shadows over Innistrad,3.92
Adarkar Wastes,Seventh Edition,5.19
Burnished Hart,Theros,0.50
Sorrow's Path,The Dark,5.70
Krond the Dawn-Clad,Planechase 2012 Edition,2.29
Isolated Chapel,Innistrad,4.60
Nether Spirit,Mercadian Masques,2.03
Legacy Weapon,Apocalypse,1.62
Felidar Umbra,Planechase Anthology,0.95
Selfless Spirit,Eldritch Moon,3.29
Lightning Greaves,Archenemy,4.29
Skirge Familiar,Urza's Saga,1.96
Serrated Arrows,"Time Spiral ""Timeshifted""",0.43
Skull of Orm,Eighth Edition,0.58
Dissipation Field,Scars of Mirrodin,1.08
Mulldrifter,Commander 2014,0.69
Pyroclasm,Magic 2010,0.35
Jagged-Scar Archers,Duels of the Planeswalkers,2.62
Tinker,Urza's Legacy,2.57
Wooden Sphere,Limited Edition Alpha,9.79
Swamp (C),Limited Edition Beta,15.00
Spawning Pit,Darksteel,0.92
Black Vise (CE),Collector's Edition,13.10
Black Lotus (CE),Collector's Edition,7499.50
"Guan Yu, Sainted Warrior",Portal Three Kingdoms,12.74
Clockwork Beast (CE),Collector's Edition,0.82
Conservator (CE),Collector's Edition,0.43
Dingus Egg (CE),Collector's Edition,1.09
Cyclopean Tomb (CE),Collector's Edition,4.99
Forcefield (CE),Collector's Edition,46.76
Disrupting Scepter (CE),Collector's Edition,10.99
Gauntlet of Might (CE),Collector's Edition,70.99
Illusionary Mask (CE),Collector's Edition,12.74
Jayemdae Tome (CE),Collector's Edition,14.99
Kormus Bell (CE),Collector's Edition,0.89
Library of Leng (CE),Collector's Edition,1.98
Mana Vault (CE),Collector's Edition,32.76
Soul Net (CE),Collector's Edition,0.40
Sunglasses of Urza (CE),Collector's Edition,0.94
The Hive (CE),Collector's Edition,20.32
Black Knight (CE),Collector's Edition,3.99
Contract from Below (CE),Collector's Edition,5.34
Dark Ritual (CE),Collector's Edition,9.99
Deathlace (CE),Collector's Edition,0.85
Demonic Attorney (CE),Collector's Edition,1.67
Paralyze (CE),Collector's Edition,0.32
Word of Command (CE),Collector's Edition,17.02
Air Elemental (CE),Collector's Edition,0.42
Clone (CE),Collector's Edition,2.50
Control Magic (CE),Collector's Edition,10.40
Feedback (CE),Collector's Edition,0.35
Magical Hack (CE),Collector's Edition,0.90
Merfolk of the Pearl Trident (CE),Collector's Edition,0.34
Phantom Monster (CE),Collector's Edition,0.43
Sleight of Mind (CE),Collector's Edition,0.86
Vesuvan Doppelganger (CE),Collector's Edition,12.99
Volcanic Eruption (CE),Collector's Edition,0.82
Water Elemental (CE),Collector's Edition,0.42
Berserk (CE),Collector's Edition,34.08
Camouflage (CE),Collector's Edition,0.46
Fastbond (CE),Collector's Edition,1014.70
Fungusaur (CE),Collector's Edition,0.81
Living Artifact (CE),Collector's Edition,0.91
Timber Wolves (CE),Collector's Edition,0.99
Burrowing (CE),Collector's Edition,0.37
Chaoslace (CE),Collector's Edition,0.89
Earthquake (CE),Collector's Edition,4.30
Mana Flare (CE),Collector's Edition,7.24
Orcish Oriflamme (CE),Collector's Edition,0.39
Red Elemental Blast (CE),Collector's Edition,11.55
Shatter (CE),Collector's Edition,3.98
Stone Rain (CE),Collector's Edition,2.66
Uthden Troll (CE),Collector's Edition,0.43
Wheel of Fortune (CE),Collector's Edition,69.71
Wall of Stone (CE),Collector's Edition,0.36
Balance (CE),Collector's Edition,26.87
Blessing (CE),Collector's Edition,0.95
Purelace (CE),Collector's Edition,0.85
Red Ward (CE),Collector's Edition,0.36
Resurrection (CE),Collector's Edition,0.49
Reverse Damage (CE),Collector's Edition,0.97
Serra Angel (CE),Collector's Edition,12.83
Veteran Bodyguard (CE),Collector's Edition,0.97
Wrath of God (CE),Collector's Edition,14.99
Plateau (CE),Collector's Edition,82.99
Scrubland (CE),Collector's Edition,60.00
Underground Sea (CE),Collector's Edition,234.99
Wooden Sphere (CE),Collector's Edition,0.41
Mana Short (CE),Collector's Edition,2.28
Unholy Strength (CE),Collector's Edition,0.99
Dwarven Demolition Team (CE),Collector's Edition,0.42
Helm of Chatzuk (IE),International Edition,0.94
Black Vise (IE),International Edition,6.99
Clockwork Beast (IE),International Edition,0.83
Disrupting Scepter (IE),International Edition,9.89
Ivory Cup (IE),International Edition,0.37
Jade Statue (IE),International Edition,5.09
Jade Monolith (IE),International Edition,1.00
Jayemdae Tome (IE),International Edition,19.63
Mox Sapphire (IE),International Edition,250.50
Sunglasses of Urza (IE),International Edition,0.82
The Hive (IE),International Edition,0.99
Throne of Bone (IE),International Edition,0.32
Time Vault (IE),International Edition,74.49
Black Knight (IE),International Edition,5.99
Demonic Attorney (IE),International Edition,0.93
Sinkhole (IE),International Edition,16.35
Copy Artifact (IE),International Edition,16.79
Feedback (IE),International Edition,0.36
Lord of Atlantis (IE),International Edition,11.45
Magical Hack (IE),International Edition,1.22
Stasis (IE),International Edition,11.19
Steal Artifact (IE),International Edition,0.35
Thoughtlace (IE),International Edition,0.93
Vesuvan Doppelganger (IE),International Edition,9.81
Aspect of Wolf (IE),International Edition,1.05
Berserk (IE),International Edition,38.76
Fastbond (IE),International Edition,12.03
Force of Nature (IE),International Edition,1.99
Lifelace (IE),International Edition,0.86
Living Lands (IE),International Edition,1.17
Llanowar Elves (IE),International Edition,5.34
Natural Selection (IE),International Edition,3.55
Regrowth (IE),International Edition,5.55
Timber Wolves (IE),International Edition,0.99
Burrowing (IE),International Edition,0.40
Wild Growth (IE),International Edition,0.44
Chaoslace (IE),International Edition,0.85
Fire Elemental (IE),International Edition,0.31
Fireball (IE),International Edition,4.07
Mana Flare (IE),International Edition,5.05
Lightning Bolt (IE),International Edition,25.49
Roc of Kher Ridges (IE),International Edition,1.67
Shivan Dragon (IE),International Edition,26.74
Stone Giant (IE),International Edition,0.25
Wall of Stone (IE),International Edition,0.39
Wheel of Fortune (IE),International Edition,96.65
Animate Wall (IE),International Edition,0.77
Black Ward (IE),International Edition,0.40
Consecrate Land (IE),International Edition,0.69
Farmstead (IE),International Edition,0.98
Purelace (IE),International Edition,0.91
Reverse Damage (IE),International Edition,0.80
Savannah (IE),International Edition,57.19
Tropical Island (IE),International Edition,148.98
Taiga (IE),International Edition,56.89
Black Lotus,Limited Edition Alpha,8150.00
Swamp (291) ,Lorwyn,1.02
Cold-Eyed Selkie,Eventide,0.93
Mirror Sheen,Eventide,0.76
Wheel of Fortune,Unlimited Edition,149.99
Earthcraft,Tempest,33.00
Eidolon of the Great Revel,Journey into Nyx,9.49
Siren's Call,Limited Edition Alpha,15.00
Fire Bowman,Portal Three Kingdoms,2.13
Goblin Game,Planeshift,1.65
Wolf Token (Deathtouch),Innistrad,1.57
Windbrisk Raptor,Shadowmoor,0.95
Increasing Ambition,Dark Ascension,1.54
"Avacyn, Guardian Angel",Magic 2015 Core Set,0.67
Sworn Defender,Alliances,0.38
"Mikaeus, the Lunarch",Innistrad,4.27
Planar Portal,Invasion,4.28
Will-o'-the-Wisp (CE),Collector's Edition,5.99
Turntimber Ranger,Zendikar,0.94
Skull of Ramos,Mercadian Masques,1.07
Capture of Jingzhou,Portal Three Kingdoms,371.73
Forest - Guru,Guru Lands,294.24
Treachery,Urza's Destiny,23.78
Blessing,Limited Edition Alpha,40.00
Living Lands,Limited Edition Alpha,120.00
Verduran Enchantress,Limited Edition Beta,125.15
Finest Hour,Alara Reborn,2.25
Snow-Covered Island,Ice Age,1.76
Mana Short,Seventh Edition,0.89
Ichorid,Torment,2.16
Nath of the Gilt-Leaf,Lorwyn,1.67
Thopter Foundry,Alara Reborn,0.95
Kami of the Crescent Moon,Saviors of Kamigawa,1.79
Bonescythe Sliver,Magic 2014 Core Set,1.75
Filth,Judgment,1.07
Damping Matrix,Mirrodin,0.75
In Garruk's Wake,Commander 2016,0.50
Sylvan Safekeeper,Commander 2014,1.93
Swan Song,Theros,2.24
Urza's Guilt,Planeshift,0.51
Wormwood Treefolk,The Dark,1.21
Daybreak Ranger,Innistrad,0.62
Clone,Ninth Edition,0.64
Stasis,Revised Edition,2.72
Artifact Mutation,Commander 2016,1.00
Thrashing Wumpus,Mercadian Masques,0.55
Tree of Tales,Mirrodin,0.60
Frantic Search,Urza's Legacy,1.29
Auratog,"Time Spiral ""Timeshifted""",0.50
Arcane Savant,Conspiracy: Take the Crown,0.35
Twilight Drover,Ravnica: City of Guilds,1.25
Nature's Lore,Duel Decks: Anthology,4.90
Ashnod's Altar,Chronicles,2.30
Conqueror's Flail,Commander 2016,6.45
Goblin Token (Legions),Magic Player Rewards,7.49
Spark Elemental,Tenth Edition,0.86
Snow-Covered Plains,Coldsnap,0.84
Entangler,Prophecy,0.47
Violent Outburst,Alara Reborn,0.60
Consecrate Land,Unlimited Edition,0.76
Forest - Broceliande,European Lands,17.95
Goblin Trenches,Apocalypse,0.34
Gray Merchant of Asphodel,Theros,0.24
Krosan Grip,Modern Masters,1.88
Commander's Sphere,Commander 2016,0.75
Debt to the Deathless,Dragon's Maze,0.28
Phyrexian Scuta,Planeshift,0.50
Kodama's Reach,Commander 2016,1.80
Greed,Fourth Edition,0.60
Wall of Roots,"Time Spiral ""Timeshifted""",1.43
Venser's Journal,Commander 2016,3.99
Cranial Plating,Commander 2016,0.74
Crystalline Crawler,Commander 2016,5.03
"Daretti, Scrap Savant",Commander 2016,2.10
Darksteel Ingot,Commander 2016,0.56
Darkwater Catacombs,Commander 2016,2.28
Den Protector,Commander 2016,0.77
Devastation Tide,Commander 2016,0.50
Dimir Aqueduct,Commander 2016,0.77
Dragonskull Summit,Commander 2016,3.00
"Edric, Spymaster of Trest",Commander 2016,0.81
Evacuation,Commander 2016,1.59
Everlasting Torment,Commander 2016,1.19
Exotic Orchard,Commander 2016,0.45
Faerie Artisans,Commander 2016,3.60
Fellwar Stone,Commander 2016,0.48
Forgotten Ancient,Commander 2016,0.52
"Ghave, Guru of Spores",Commander 2016,1.47
Ghostly Prison,Commander 2016,2.44
Goblin Spymaster,Commander 2016,0.79
Hardened Scales,Commander 2016,2.17
Hellkite Tyrant,Commander 2016,2.54
Homeward Path,Commander 2016,3.93
Howling Mine,Commander 2016,2.57
Jungle Shrine,Commander 2016,0.46
Kalonian Hydra,Commander 2016,5.66
Karplusan Forest,Commander 2016,2.83
"Kazuul, Tyrant of the Cliffs",Commander 2016,0.77
Keening Stone,Commander 2016,1.05
Languish,Commander 2016,0.76
Lightning Greaves,Commander 2016,4.01
Loxodon Warhammer,Commander 2016,0.52
Managorger Hydra,Commander 2016,1.64
Manifold Insights,Commander 2016,0.52
Mentor of the Meek,Commander 2016,0.82
Merciless Eviction,Commander 2016,1.73
Minds Aglow,Commander 2016,0.72
Mirror Entity,Commander 2016,0.90
Mortify,Commander 2016,1.01
Murmuring Bosk,Commander 2016,1.34
Mycoloth,Commander 2016,1.49
Myr Battlesphere,Commander 2016,0.56
Myriad Landscape,Commander 2016,2.12
Nath of the Gilt-Leaf,Commander 2016,0.66
Opal Palace,Commander 2016,0.32
Open the Vaults,Commander 2016,0.89
Past in Flames,Commander 2016,3.03
Phyrexian Rebirth,Commander 2016,0.61
Primeval Protector,Commander 2016,1.12
Prismatic Geoscope,Commander 2016,2.89
Progenitor Mimic,Commander 2016,2.20
Propaganda,Commander 2016,5.20
Rakdos Signet,Commander 2016,0.46
Reforge the Soul,Commander 2016,2.98
Reliquary Tower,Commander 2016,4.97
Reveillark,Commander 2016,2.79
Rites of Flourishing,Commander 2016,0.90
Rootbound Crag,Commander 2016,3.36
Runehorn Hellkite,Commander 2016,1.21
Sangromancer,Commander 2016,0.47
Seaside Citadel,Commander 2016,0.55
Seat of the Synod,Commander 2016,1.58
Shadowblood Ridge,Commander 2016,1.38
Shimmer Myr,Commander 2016,0.94
Solemn Simulacrum,Commander 2016,5.00
Soul of New Phyrexia,Commander 2016,1.73
Spinerock Knoll,Commander 2016,0.56
Stonehoof Chieftain,Commander 2016,5.57
Sunforger,Commander 2016,0.62
Swan Song,Commander 2016,2.06
Swiftfoot Boots,Commander 2016,1.10
Swords to Plowshares,Commander 2016,2.17
"Sydri, Galvanic Genius",Commander 2016,0.68
Temple of the False God,Commander 2016,0.67
Tempt with Discovery,Commander 2016,3.36
Terminate,Commander 2016,1.35
Thopter Foundry,Commander 2016,0.67
Thunderfoot Baloth,Commander 2016,0.99
Utter End,Commander 2016,0.80
Vorel of the Hull Clade,Commander 2016,0.64
Wall of Blossoms,Commander 2016,0.60
Waste Not,Commander 2016,3.49
Whispersilk Cloak,Commander 2016,0.81
Windborn Muse,Commander 2016,1.79
Windbrisk Heights,Commander 2016,1.11
Zedruu the Greathearted,Commander 2016,0.86
Haze of Rage,Future Sight,0.79
Will-o'-the-Wisp,Limited Edition Alpha,115.00
Cascade Bluffs,Eventide,22.98
Mana Flare,Limited Edition Alpha,135.67
Seed the Land,Saviors of Kamigawa,1.10
Markov Blademaster,Dark Ascension,0.76
Mind's Eye,Mirrodin,9.85
Possessed Portal,Fifth Dawn,0.75
Trade Routes,Ninth Edition,0.52
Yahenni's Expertise,Aether Revolt,0.73
The Wretched,Fifth Edition,0.61
Pyretic Ritual,Magic 2011,2.41
Armadillo Cloak,Archenemy,1.02
Blasphemous Act,Innistrad,3.07
Star Compass,Planeshift,0.49
Cytoplast Root-Kin,Dissension,0.96
Great Furnace,Mirrodin,1.20
Forest (C),Unlimited Edition,0.86
Quietus Spike,Shards of Alara,2.73
Glen Elendra Liege,Planechase Anthology,1.98
Sengir Vampire,Unlimited Edition,4.75
Vampire Token ,Dark Ascension,2.37
Patrician's Scorn,Future Sight,0.18
Goryo's Vengeance,Betrayers of Kamigawa,43.36
Arcbound Ravager,Darksteel,42.65
Royal Assassin,Ninth Edition,0.82
Summoning Station,Fifth Dawn,0.91
Arena of the Ancients,Chronicles,0.68
Forest (271 Full Art),Battle for Zendikar,0.26
Afiya Grove,Mirage,0.52
Thicket Basilisk,Unlimited Edition,0.47
Mayael the Anima,Shards of Alara,1.03
Ardent Plea,Alara Reborn,1.22
Deus of Calamity,Shadowmoor,1.34
Dispel,Return to Ravnica,0.18
Thought Scour,Duel Decks: Jace vs. Vraska,0.91
"Ib Halfheart, Goblin Tactician",Time Spiral,1.52
Tsabo Tavoc,Invasion,1.05
Whir of Invention,Aether Revolt,0.87
Drain Power,Limited Edition Beta,49.22
Demonic Hordes,Unlimited Edition,19.25
"Rofellos, Llanowar Emissary",Urza's Destiny,12.25
Hydra Token,Journey into Nyx,0.62
Kari Zev's Expertise,Aether Revolt,0.52
Tezzeret the Schemer,Aether Revolt,4.00
Heart of Kiran,Aether Revolt,6.17
Baleful Strix,Planechase Anthology,2.30
Power Artifact,Antiquities,115.63
"Baral, Chief of Compliance",Aether Revolt,4.25
Exquisite Archangel,Aether Revolt,1.17
Gifted Aetherborn,Aether Revolt,1.96
Glint-Sleeve Siphoner,Aether Revolt,3.25
Greenbelt Rampager,Aether Revolt,0.67
Herald of Anguish,Aether Revolt,2.41
Heroic Intervention,Aether Revolt,4.28
Hope of Ghirapur,Aether Revolt,0.46
"Kari Zev, Skyship Raider",Aether Revolt,1.09
Mechanized Production,Aether Revolt,3.34
Paradox Engine,Aether Revolt,8.99
Planar Bridge,Aether Revolt,2.25
"Rishkar, Peema Renegade",Aether Revolt,1.35
Rogue Refiner,Aether Revolt,0.63
"Sram, Senior Edificer",Aether Revolt,0.71
Winding Constrictor,Aether Revolt,0.65
"Yahenni, Undying Partisan",Aether Revolt,2.15
Caves of Koilos,Magic Origins,0.86
Exsanguinate,Scars of Mirrodin,2.28
Inquisition of Kozilek,Modern Masters 2017,3.84
Cloud Pirates,Portal,2.89
Pulverize,Mercadian Masques,0.50
Swamp (C),Unlimited Edition,1.12
Instill Energy,Unlimited Edition,0.98
Beast Token (Multicolor),Shards of Alara,3.67
Snap,Duel Decks: Mind vs. Might,0.64
Jushi Apprentice,Champions of Kamigawa,0.94
Fortune Thief,Time Spiral,1.42
Phantasmagorian,Planar Chaos,0.58
Fable of Wolf and Owl,Eventide,3.98
In the Web of War,Betrayers of Kamigawa,2.97
Ravenous Trap,Zendikar,0.83
Flames of the Blood Hand,Betrayers of Kamigawa,1.85
Urza's Tower (Shore),Chronicles,1.42
Obsidian Fireheart,Zendikar,1.26
Prismatic Omen,Shadowmoor,26.98
Magus of the Coffers,Commander 2014,1.42
Deadfall,Legends,0.47
Meddling Mage,Alara Reborn,18.20
Godsire,Shards of Alara,6.04
Icy Manipulator (CE),Collector's Edition,39.99
Mortivore,Duels of the Planeswalkers,1.19
Angel Token,Innistrad,0.87
Kher Keep,Commander 2013 Edition,1.23
Earwig Squad,Morningtide,0.67
Shared Fate,Mirrodin,0.81
Starstorm,Onslaught,0.63
Smallpox,Conspiracy,0.40
Eidolon of Rhetoric,Journey into Nyx,0.56
Pariah's Shield,Ravnica: City of Guilds,3.58
Herald of Leshrac,Coldsnap,4.28
Shield of Kaldra,Darksteel,4.50
Kashi-Tribe Elite,Saviors of Kamigawa,0.61
Volrath the Fallen,Nemesis,0.56
Zendikar Resurgent,Oath of the Gatewatch,0.82
"Zhuge Jin, Wu Strategist",Portal Three Kingdoms,23.94
Leyline of the Void,Guildpact,27.23
Savannah Lions,Unlimited Edition,40.10
Karn Liberated,Modern Masters 2015 Edition,72.00
Hyena Umbra,Planechase Anthology,1.67
Decree of Pain,Scourge,3.27
Polluted Delta,Khans of Tarkir,18.04
Goblin Lore,Starter 1999,8.70
Cryptoplasm,Mirrodin Besieged,0.79
Wall of Denial,Alara Reborn,1.05
Bonfire of the Damned,Modern Masters 2017,3.07
Dread Return,Duel Decks: Blessed vs. Cursed,0.80
Joiner Adept,Fifth Dawn,2.24
Brawn,Magic: The Gathering-Commander,0.97
"Meishin, the Mind Cage",Saviors of Kamigawa,1.54
"Numot, the Devastator",Magic: The Gathering-Commander,1.29
Summoner's Egg,Fifth Dawn,1.15
Needle Drop,Lorwyn,0.35
Shard Volley,Morningtide,0.97
Rootwater Thief,Nemesis,1.28
Juniper Order Ranger,Coldsnap,0.71
Skaab Ruinator,Innistrad,0.94
Storm Cauldron,Classic Sixth Edition,0.96
Bristling Hydra,Kaladesh,1.37
Wildfire,Urza's Saga,0.53
O-Naginata,Saviors of Kamigawa,2.02
Scout's Warning,Future Sight,1.50
The Tabernacle at Pendrell Vale,Legends,1499.95
Wurmcoil Engine,Scars of Mirrodin,18.58
Gleeful Sabotage,Shadowmoor,1.99
"Garza Zol, Plague Queen",Coldsnap,0.70
Scattershot Archer,Conflux,1.05
Rooftop Storm,Innistrad,1.48
Demon Token (Mirrodin),Magic Player Rewards,0.90
Homing Sliver,Future Sight,0.28
"Kyoki, Sanity's Eclipse",Betrayers of Kamigawa,0.46
Cloak and Dagger,Morningtide,0.47
Backlash,Invasion,0.48
Drain Power (IE),International Edition,3.29
Beacon of Destruction,Tenth Edition,0.47
Repentant Vampire,Odyssey,0.35
Underground River,Classic Sixth Edition,3.73
Howling Mine,Ninth Edition,2.67
Snake Basket,Visions,1.52
Cauldron of Souls,Commander 2016,2.67
Icy Manipulator (IE),International Edition,13.19
Bant Charm,Shards of Alara,0.95
"Niv-Mizzet, Dracogenius",Return to Ravnica,0.90
Temple Garden,Ravnica: City of Guilds,14.26
Blind Obedience,Gatecrash,1.05
Stone Rain,Portal Three Kingdoms,1.53
Zombie Master,Revised Edition,2.87
Rhystic Study,Prophecy,9.99
Kitchen Finks,Shadowmoor,10.91
Sphinx's Revelation,Modern Masters 2017,3.40
False Defeat,Portal Three Kingdoms,10.31
Hatred,Exodus,13.22
Heat Shimmer,Lorwyn,0.60
Sword of Fire and Ice,Darksteel,43.05
Indrik Umbra,Planechase Anthology,0.59
Kor Spiritdancer,Planechase Anthology,6.00
Krond the Dawn-Clad,Planechase Anthology,1.57
Maelstrom Wanderer,Planechase Anthology,7.16
Mycoloth,Planechase Anthology,1.59
Ninja of the Deep Hours,Planechase Anthology,0.93
Preyseizer Dragon,Planechase Anthology,1.94
Quietus Spike,Planechase Anthology,2.59
Rancor,Planechase Anthology,2.14
Shardless Agent,Planechase Anthology,2.36
Sigil of the Empty Throne,Planechase Anthology,0.52
Silent-Blade Oni,Planechase Anthology,4.04
Silhana Ledgewalker,Planechase Anthology,1.09
Spirit Mantle,Planechase Anthology,1.74
Throat Slitter,Planechase Anthology,1.16
Thromok the Insatiable,Planechase Anthology,2.13
Warstorm Surge,Planechase Anthology,0.65
Whispersilk Cloak,Planechase Anthology,1.24
Sakashima's Student,Planechase Anthology,6.34
Contagion Engine,Scars of Mirrodin,8.11
Rod of Ruin,Limited Edition Alpha,13.52
Elvish Archers (IE),International Edition,6.59
Dingus Egg,Limited Edition Beta,39.13
Cloud Key,Future Sight,8.85
Shatter,Limited Edition Alpha,28.75
Palace Jailer,Conspiracy: Take the Crown,0.39
Reiver Demon,Duel Decks: Anthology,1.00
Reya Dawnbringer,Duel Decks: Anthology,1.52
Ancestral Vision,Duel Decks: Anthology,28.37
Condescend,Duel Decks: Anthology,2.12
Daze,Duel Decks: Anthology,2.65
Fact or Fiction,Duel Decks: Anthology,0.85
Fireblast,Duel Decks: Anthology,2.80
Flametongue Kavu,Duel Decks: Anthology,0.40
Guile,Duel Decks: Anthology,0.91
Gush,Duel Decks: Anthology,18.02
Incinerate,Duel Decks: Anthology,0.61
Ingot Chewer,Duel Decks: Anthology,0.63
Magma Jet,Duel Decks: Anthology,1.02
Mulldrifter,Duel Decks: Anthology,0.95
Spire Golem,Duel Decks: Anthology,0.64
Bad Moon,Duel Decks: Anthology,0.93
Deathgreeter,Duel Decks: Anthology,0.39
Fleshbag Marauder,Duel Decks: Anthology,0.50
Mutilate,Duel Decks: Anthology,0.72
Serrated Arrows,Duel Decks: Anthology,0.53
Wild Mongrel,Duel Decks: Anthology,0.48
Allosaurus Rider,Duel Decks: Anthology,2.31
Boggart Shenanigans,Duel Decks: Anthology,0.51
Clickslither,Duel Decks: Anthology,0.46
Elvish Harbinger,Duel Decks: Anthology,3.20
Gempalm Incinerator,Duel Decks: Anthology,1.60
Goblin Matron,Duel Decks: Anthology,2.00
Goblin Sledder,Duel Decks: Anthology,0.49
Heedless One,Duel Decks: Anthology,1.85
"Ib Halfheart, Goblin Tactician",Duel Decks: Anthology,1.77
Imperious Perfect,Duel Decks: Anthology,1.92
Mogg Fanatic,Duel Decks: Anthology,0.58
Mogg War Marshal,Duel Decks: Anthology,0.94
Reckless One,Duel Decks: Anthology,0.79
Skirk Fire Marshal,Duel Decks: Anthology,0.96
Skirk Prospector,Duel Decks: Anthology,1.06
Slate of Ancestry,Duel Decks: Anthology,2.29
Timberwatch Elf,Duel Decks: Anthology,0.77
Wirewood Lodge,Duel Decks: Anthology,3.42
Jace's Phantasm,Duel Decks: Jace vs. Vraska,1.48
Dark Ritual,Duel Decks: Anthology,2.62
Deathrender,Lorwyn,2.75
Darksteel Ingot,Darksteel,0.32
Mistblade Shinobi,Betrayers of Kamigawa,0.21
Nut Collector,Odyssey,3.31
Earthquake,Limited Edition Alpha,195.49
Warp Artifact,Limited Edition Alpha,105.00
Crucible of Worlds,Tenth Edition,65.00
Engineered Explosives,Fifth Dawn,45.42
Sword of Light and Shadow,Darksteel,27.30
Snapcaster Mage,Modern Masters 2017,60.11
Heaven's Gate,Legends,0.75
Psychotrope Thallid,Planar Chaos,1.74
Island (A),Limited Edition Alpha,42.46
Carpet of Flowers,Urza's Saga,6.73
"Talrand, Sky Summoner",Duel Decks: Mind vs. Might,0.73
Supreme Verdict,Return to Ravnica,4.75
Razormane Masticore,Fifth Dawn,0.33
Empty the Warrens,Duel Decks: Mind vs. Might,0.29
Arcbound Ravager,Modern Masters,43.94
"Huang Zhong, Shu General",Portal Three Kingdoms,13.27
Humility,Tempest,19.30
Food Chain,Mercadian Masques,38.47
Spellskite,New Phyrexia,9.04
Stoneforge Mystic,Worldwake,18.40
"Venser, Shaper Savant",Future Sight,6.36
Kitchen Finks,Modern Masters,10.71
Lighthouse Chronologist,Rise of the Eldrazi,11.82
Basilisk Collar,Worldwake,4.63
Eldrazi Conscription,Rise of the Eldrazi,12.36
Jace Beleren,Magic 2010,7.55
Slaughter Pact,Modern Masters,4.50
"Ajani, Caller of the Pride",Magic 2014 Core Set,5.79
Seize the Day,Odyssey,4.51
Lightning Helix,Ravnica: City of Guilds,4.85
Undead Warchief,Scourge,5.56
Goblin General,Portal Second Age,5.04
City of Brass,Eighth Edition,6.41
Lightning Greaves,Mirrodin,4.00
"Anafenza, the Foremost",Khans of Tarkir,1.88
Pithing Needle,Tenth Edition,4.12
Tradewind Rider,Tempest,1.76
Dueling Grounds,Invasion,3.45
Farhaven Elf,Commander 2014,1.00
Faerie Rogue Token (Blue/Black),Shadowmoor,1.06
The Great Aurora,Magic Origins,0.82
Enduring Renewal,"Time Spiral ""Timeshifted""",1.50
Windreader Sphinx,Magic 2014 Core Set,0.81
Burning Fields,Portal Three Kingdoms,1.02
Spellbook,Magic 2010,0.75
Phantasmal Image,Modern Masters 2017,2.94
Tarfire,Lorwyn,0.79
